tensor,owen,stream,stoc_len,ref_rms,mse,rmse,max_abs,rel_fro,cos
L15.gate_proj,off,full,64,0.482925683259964,0.00195419043302536,0.04420622617941233,0.7783985137939453,0.09153836220502853,0.996935248374939
L15.gate_proj,off,full,32,0.482925683259964,0.009029502980411053,0.09502369694140012,1.6918082237243652,0.1967667192220688,0.9873136878013611
L15.gate_proj,off,full,16,0.482925683259964,0.04189634695649147,0.20468597156740242,3.536630630493164,0.42384570837020874,0.953020453453064
L15.gate_proj,off,halve,128,0.482925683259964,0.00032845823443494737,0.018123416742848116,0.24068355560302734,0.037528377026319504,0.9993196725845337
L15.gate_proj,counter,full,256,0.482925683259964,9.246137051377445e-05,0.009615683569761146,0.1442568302154541,0.01991131156682968,0.9998156428337097
L15.gate_proj,counter,full,128,0.482925683259964,0.0002904947323258966,0.01704390601728068,0.2298564910888672,0.03529302030801773,0.9993776082992554
L15.gate_proj,counter,full,64,0.482925683259964,0.0010171353351324797,0.03189255924400674,0.40610429644584656,0.06604030728340149,0.997821569442749
L15.gate_proj,counter,full,32,0.482925683259964,0.0034856614656746387,0.05903949073014298,0.7436857223510742,0.12225378304719925,0.9926223158836365
L15.gate_proj,counter,full,16,0.482925683259964,0.011733111925423145,0.10831949005337473,1.3249890804290771,0.22429847717285156,0.9757956862449646
L15.gate_proj,counter,halve,128,0.482925683259964,0.000284930836642161,0.016879894449970977,0.23355436325073242,0.03495340049266815,0.9993895888328552
L15.gate_proj,bitrev,full,256,0.482925683259964,9.246137051377445e-05,0.009615683569761146,0.1442568302154541,0.01991131156682968,0.9998156428337097
L15.gate_proj,bitrev,full,128,0.482925683259964,0.0002970614586956799,0.01723547094499248,0.21062827110290527,0.03568970039486885,0.999419093132019
L15.gate_proj,bitrev,full,64,0.482925683259964,0.0009954330744221807,0.0315504845354581,0.42426538467407227,0.06533197313547134,0.9979596734046936
L15.gate_proj,bitrev,full,32,0.482925683259964,0.003304757410660386,0.05748701949710375,0.6230801939964294,0.11903906613588333,0.99324631690979
L15.gate_proj,bitrev,full,16,0.482925683259964,0.010449756868183613,0.1022240522978013,1.296675205230713,0.21167656779289246,0.9789168834686279
L15.gate_proj,bitrev,halve,128,0.482925683259964,0.00027020808192901313,0.016438007237162693,0.22545933723449707,0.03403837978839874,0.9994215369224548
L15.gate_proj,random,full,256,0.482925683259964,9.246137051377445e-05,0.009615683569761146,0.1442568302154541,0.01991131156682968,0.9998156428337097
L15.gate_proj,random,full,128,0.482925683259964,0.00027693365700542927,0.016641323775632433,0.2506650686264038,0.03445938974618912,0.9994062781333923
L15.gate_proj,random,full,64,0.482925683259964,0.0009546617511659861,0.03089760105843148,0.3125995397567749,0.06398003548383713,0.9979727864265442
L15.gate_proj,random,full,32,0.482925683259964,0.0031090942211449146,0.05575925233667427,0.6358517408370972,0.11546135693788528,0.9934467077255249
L15.gate_proj,random,full,16,0.482925683259964,0.010036339983344078,0.10018153514168206,1.2353136539459229,0.2074471265077591,0.979854166507721
L15.gate_proj,random,halve,128,0.482925683259964,0.0002690461988095194,0.016402627801956594,0.2830621004104614,0.03396511822938919,0.9994256496429443
L15.k_proj,off,full,256,1.6969743967056274,0.001679657376371324,0.04098362327041527,0.27156734466552734,0.024150999262928963,0.9997346997261047
L15.k_proj,off,full,128,1.6969743967056274,0.007613068446516991,0.08725289935880062,0.658757209777832,0.05141674354672432,0.9988921880722046
L15.k_proj,off,full,64,1.6969743967056274,0.039366960525512695,0.19841108972411975,1.4694809913635254,0.11692050844430923,0.9948333501815796
L15.k_proj,off,full,32,1.6969743967056274,0.19296994805335999,0.4392834484172605,3.2536840438842773,0.25886276364326477,0.978026270866394
L15.k_proj,off,full,16,1.6969743967056274,0.9252905249595642,0.9619202279604916,6.713165283203125,0.5668442845344543,0.9249433279037476
L15.k_proj,off,halve,128,1.6969743967056274,0.006641823798418045,0.08149738522442328,0.6356163024902344,0.048025112599134445,0.9989195466041565
L15.k_proj,counter,full,256,1.6969743967056274,0.001679657376371324,0.04098362327041527,0.27156734466552734,0.024150999262928963,0.9997346997261047
L15.k_proj,counter,full,128,1.6969743967056274,0.0045537338592112064,0.06748135934620172,0.3827574551105499,0.03976568952202797,0.9992090463638306
L15.k_proj,counter,full,64,1.6969743967056274,0.015451280400156975,0.12430317936463643,0.6906964778900146,0.07324988394975662,0.9973304271697998
L15.k_proj,counter,full,32,1.6969743967056274,0.0523035004734993,0.22869958564347967,1.15732741355896,0.1347690224647522,0.9910300970077515
L15.k_proj,counter,full,16,1.6969743967056274,0.18962009251117706,0.43545389252041034,3.1797006130218506,0.2566060423851013,0.970048189163208
L15.k_proj,counter,halve,128,1.6969743967056274,0.00452466169372201,0.06726560557760564,0.42343810200691223,0.03963855281472206,0.9992148876190186
L15.k_proj,bitrev,full,256,1.6969743967056274,0.001679657376371324,0.04098362327041527,0.27156734466552734,0.024150999262928963,0.9997346997261047
L15.k_proj,bitrev,full,128,1.6969743967056274,0.004179439507424831,0.06464858472870719,0.3331465721130371,0.03809638321399689,0.9992994070053101
L15.k_proj,bitrev,full,64,1.6969743967056274,0.014056936837732792,0.11856195358432987,0.5954551696777344,0.06986667215824127,0.9975999593734741
L15.k_proj,bitrev,full,32,1.6969743967056274,0.04638739302754402,0.2153773270972226,1.015286922454834,0.12691844999790192,0.9922063946723938
L15.k_proj,bitrev,full,16,1.6969743967056274,0.13645604252815247,0.36939957028690823,2.007030487060547,0.21768128871917725,0.9778634905815125
L15.k_proj,bitrev,halve,128,1.6969743967056274,0.0040111481212079525,0.06333362551763441,0.3111516535282135,0.03732149675488472,0.9993045330047607
L15.k_proj,random,full,256,1.6969743967056274,0.001679657376371324,0.04098362327041527,0.27156734466552734,0.024150999262928963,0.9997346997261047
L15.k_proj,random,full,128,1.6969743967056274,0.003989462740719318,0.0631621939194588,0.3653267025947571,0.03722047433257103,0.9993091821670532
L15.k_proj,random,full,64,1.6969743967056274,0.013272322714328766,0.11520556720197495,0.5908610820770264,0.06788881123065948,0.9976983070373535
L15.k_proj,random,full,32,1.6969743967056274,0.04266323521733284,0.20655080541438914,1.004192590713501,0.12171711027622223,0.992649257183075
L15.k_proj,random,full,16,1.6969743967056274,0.11697674542665482,0.3420186331571057,1.8447980880737305,0.20154613256454468,0.9802629351615906
L15.k_proj,random,halve,128,1.6969743967056274,0.003965234849601984,0.06297011076377414,0.3575446605682373,0.03710728511214256,0.999311625957489
L15.o_proj,off,full,256,0.032729990780353546,2.2780934614274884e-06,0.0015093354370144128,0.03030422329902649,0.04611475020647049,0.9989994168281555
L15.o_proj,off,full,128,0.032729990780353546,9.802213753573596e-06,0.0031308487273539096,0.06863689422607422,0.0956568792462349,0.996092677116394
L15.o_proj,off,full,64,0.032729990780353546,4.61278177681379e-05,0.006791746297391997,0.1802653968334198,0.20750835537910461,0.9836017489433289
L15.o_proj,off,full,32,0.032729990780353546,0.00021570257376879454,0.014686816325153472,0.40643617510795593,0.4487265646457672,0.9383381009101868
L15.o_proj,off,full,16,0.032729990780353546,0.0009890601504594088,0.031449326709158794,0.906471848487854,0.9608718752861023,0.8282924294471741
L15.o_proj,off,halve,128,0.032729990780353546,8.968066140369046e-06,0.0029946729605032077,0.06933790445327759,0.0914962962269783,0.9960496425628662
L15.o_proj,counter,full,256,0.032729990780353546,2.2780934614274884e-06,0.0015093354370144128,0.03030422329902649,0.04611475020647049,0.9989994168281555
L15.o_proj,counter,full,128,0.032729990780353546,6.303283043962438e-06,0.0025106339924334726,0.0401158332824707,0.07670745253562927,0.9970592856407166
L15.o_proj,counter,full,64,0.032729990780353546,2.221119575551711e-05,0.0047128755293893675,0.12022528052330017,0.1439925730228424,0.9898598790168762
L15.o_proj,counter,full,32,0.032729990780353546,7.254071533679962e-05,0.008517083734283679,0.16363072395324707,0.2602226138114929,0.9681556224822998
L15.o_proj,counter,full,16,0.032729990780353546,0.0002322541840840131,0.01523988792885345,0.1880328357219696,0.4656245708465576,0.9072616696357727
L15.o_proj,counter,halve,128,0.032729990780353546,6.232660325622419e-06,0.002496529656467637,0.033118486404418945,0.0762765184044838,0.9970871806144714
L15.o_proj,bitrev,full,256,0.032729990780353546,2.2780934614274884e-06,0.0015093354370144128,0.03030422329902649,0.04611475020647049,0.9989994168281555
L15.o_proj,bitrev,full,128,0.032729990780353546,6.135916464700131e-06,0.00247707821126022,0.04522496461868286,0.07568221539258957,0.997281014919281
L15.o_proj,bitrev,full,64,0.032729990780353546,1.9835539205814712e-05,0.004453710723185186,0.05365900695323944,0.13607430458068848,0.9910297393798828
L15.o_proj,bitrev,full,32,0.032729990780353546,6.19113416178152e-05,0.00786837604705159,0.09425753355026245,0.24040263891220093,0.9728407859802246
L15.o_proj,bitrev,full,16,0.032729990780353546,0.00018709938740357757,0.013678427811834867,0.1076003909111023,0.41791725158691406,0.9227410554885864
L15.o_proj,bitrev,halve,128,0.032729990780353546,5.792785032099346e-06,0.0024068205234498365,0.03648132085800171,0.07353563606739044,0.997298538684845
L15.o_proj,random,full,256,0.032729990780353546,2.2780934614274884e-06,0.0015093354370144128,0.03030422329902649,0.04611475020647049,0.9989994168281555
L15.o_proj,random,full,128,0.032729990780353546,5.731639248551801e-06,0.00239408421918524,0.028619050979614258,0.07314649969339371,0.9973342418670654
L15.o_proj,random,full,64,0.032729990780353546,1.8805252693709917e-05,0.0043365023571664205,0.0640265941619873,0.13249322772026062,0.9914042949676514
L15.o_proj,random,full,32,0.032729990780353546,5.8214118325849995e-05,0.007629817712491564,0.06232500076293945,0.23311395943164825,0.9742604494094849
L15.o_proj,random,full,16,0.032729990780353546,0.00016462542407680303,0.012830643946303047,0.10085606575012207,0.39201489090919495,0.9323166608810425
L15.o_proj,random,halve,128,0.032729990780353546,5.634060926240636e-06,0.0023736176874637237,0.033107876777648926,0.07252117991447449,0.9973689317703247
L15.q_proj,off,full,256,1.0098609924316406,0.0007627534796483815,0.027617991955397145,0.22917842864990234,0.027348311617970467,0.9996601343154907
L15.q_proj,off,full,128,1.0098609924316406,0.003391697071492672,0.05823827840426494,0.6500871181488037,0.05766960233449936,0.9986004829406738
L15.q_proj,off,full,64,1.0098609924316406,0.017428159713745117,0.13201575555116563,1.5351901054382324,0.1307266652584076,0.993589460849762
L15.q_proj,off,full,32,1.0098609924316406,0.08368013799190521,0.28927519422153225,3.6667251586914062,0.28645050525665283,0.9736731052398682
L15.q_proj,off,full,16,1.0098609924316406,0.40293049812316895,0.634768066401555,8.200105667114258,0.6285697221755981,0.9112717509269714
L15.q_proj,off,halve,128,1.0098609924316406,0.003027100581675768,0.05501909288306894,0.6055915355682373,0.05448184907436371,0.9986079335212708
L15.q_proj,counter,full,256,1.0098609924316406,0.0007627534796483815,0.027617991955397145,0.22917842864990234,0.027348311617970467,0.9996601343154907
L15.q_proj,counter,full,128,1.0098609924316406,0.002170796738937497,0.04659180978388259,0.36047041416168213,0.04613685980439186,0.9989352226257324
L15.q_proj,counter,full,64,1.0098609924316406,0.007503454573452473,0.08662248307138554,0.7526595592498779,0.08577664941549301,0.9963459968566895
L15.q_proj,counter,full,32,1.0098609924316406,0.02505485527217388,0.15828725555828518,1.4138226509094238,0.15674163401126862,0.9879065752029419
L15.q_proj,counter,full,16,1.0098609924316406,0.08853811770677567,0.29755355435076836,2.873979091644287,0.29464805126190186,0.9617475867271423
L15.q_proj,counter,halve,128,1.0098609924316406,0.0021418153773993254,0.046279751267690766,0.3695319890975952,0.04582784324884415,0.9989498853683472
L15.q_proj,bitrev,full,256,1.0098609924316406,0.0007627534796483815,0.027617991955397145,0.22917842864990234,0.027348311617970467,0.9996601343154907
L15.q_proj,bitrev,full,128,1.0098609924316406,0.002008386654779315,0.04481502710898784,0.42874443531036377,0.04437742382287979,0.9990568161010742
L15.q_proj,bitrev,full,64,1.0098609924316406,0.006761525757610798,0.08222849723551318,0.6563582420349121,0.08142556995153427,0.9967889785766602
L15.q_proj,bitrev,full,32,1.0098609924316406,0.021901369094848633,0.1479911115400132,1.2100627422332764,0.14654603600502014,0.9896411895751953
L15.q_proj,bitrev,full,16,1.0098609924316406,0.06636121869087219,0.25760671321002526,2.300297498703003,0.25509124994277954,0.969406247138977
L15.q_proj,bitrev,halve,128,1.0098609924316406,0.0019280981505289674,0.04391011444449863,0.3922898769378662,0.04348134621977806,0.9990542531013489
L15.q_proj,random,full,256,1.0098609924316406,0.0007627534796483815,0.027617991955397145,0.22917842864990234,0.027348311617970467,0.9996601343154907
L15.q_proj,random,full,128,1.0098609924316406,0.001889189938083291,0.04346481264291025,0.48029232025146484,0.04304039105772972,0.9990742206573486
L15.q_proj,random,full,64,1.0098609924316406,0.0065313782542943954,0.08081694286654498,0.6943914890289307,0.08002778887748718,0.9968054294586182
L15.q_proj,random,full,32,1.0098609924316406,0.020680803805589676,0.14380821883880515,1.2746524810791016,0.1424039751291275,0.9899069666862488
L15.q_proj,random,full,16,1.0098609924316406,0.058552734553813934,0.24197672316529525,2.029451847076416,0.23961390554904938,0.972929060459137
L15.q_proj,random,halve,128,1.0098609924316406,0.0018720021471381187,0.04326664011843442,0.5000674724578857,0.04284415766596794,0.9990817308425903
L15.up_proj,off,full,256,0.24168626964092255,6.012703670421615e-05,0.007754162540482122,0.04836076498031616,0.03208358958363533,0.9995248317718506
L15.up_proj,off,full,128,0.24168626964092255,0.00025039020692929626,0.015823722916219692,0.09911727905273438,0.06547216325998306,0.9982420206069946
L15.up_proj,off,full,64,0.24168626964092255,0.0011653915280476213,0.03413783133193468,0.25476551055908203,0.14124853909015656,0.9928620457649231
L15.up_proj,off,full,32,0.24168626964092255,0.005340730771422386,0.07308030358052973,0.5607802867889404,0.30237671732902527,0.9725240468978882
L15.up_proj,off,full,16,0.24168626964092255,0.024678954854607582,0.15709536866059287,1.3198821544647217,0.6499970555305481,0.9104781746864319
L15.up_proj,off,halve,128,0.24168626964092255,0.00021259252389427274,0.014580552935134961,0.09567973017692566,0.06032842770218849,0.9982713460922241
L15.up_proj,counter,full,256,0.24168626964092255,6.012703670421615e-05,0.007754162540482122,0.04836076498031616,0.03208358958363533,0.9995248317718506
L15.up_proj,counter,full,128,0.24168626964092255,0.00019456606241874397,0.01394869393236313,0.08399562537670135,0.05771405249834061,0.9983365535736084
L15.up_proj,counter,full,64,0.24168626964092255,0.0006879089050926268,0.026228017559331983,0.1964758336544037,0.10852093249559402,0.9941675066947937
L15.up_proj,counter,full,32,0.24168626964092255,0.0023549729958176613,0.048528064002365284,0.34047555923461914,0.20078949630260468,0.980450451374054
L15.up_proj,counter,full,16,0.24168626964092255,0.007913125678896904,0.08895575124125986,0.5113096237182617,0.36806291341781616,0.9390702247619629
L15.up_proj,counter,halve,128,0.24168626964092255,0.00019047618843615055,0.013801311112939616,0.08743973076343536,0.057104241102933884,0.9983693957328796
L15.up_proj,bitrev,full,256,0.24168626964092255,6.012703670421615e-05,0.007754162540482122,0.04836076498031616,0.03208358958363533,0.9995248317718506
L15.up_proj,bitrev,full,128,0.24168626964092255,0.00018928224744740874,0.013757988495685288,0.08452844619750977,0.05692499130964279,0.998455286026001
L15.up_proj,bitrev,full,64,0.24168626964092255,0.0006559561588801444,0.025611641081354868,0.15922106802463531,0.10597061365842819,0.9945902228355408
L15.up_proj,bitrev,full,32,0.24168626964092255,0.002179659204557538,0.04668682045885689,0.2895664870738983,0.1931711882352829,0.9823203086853027
L15.up_proj,bitrev,full,16,0.24168626964092255,0.007130979560315609,0.084445127510802,0.4395522475242615,0.34939977526664734,0.9452803134918213
L15.up_proj,bitrev,halve,128,0.24168626964092255,0.0001802616025088355,0.013426153675153412,0.08035172522068024,0.05555199459195137,0.9984573125839233
L15.up_proj,random,full,256,0.24168626964092255,6.012703670421615e-05,0.007754162540482122,0.04836076498031616,0.03208358958363533,0.9995248317718506
L15.up_proj,random,full,128,0.24168626964092255,0.00018462588195689023,0.013587710695952068,0.08479505777359009,0.05622045323252678,0.9984200596809387
L15.up_proj,random,full,64,0.24168626964092255,0.0006392409559339285,0.02528321490502995,0.1887052059173584,0.10461171716451645,0.9945935010910034
L15.up_proj,random,full,32,0.24168626964092255,0.0020876675844192505,0.04569100113172451,0.21640656888484955,0.18905088305473328,0.9826462864875793
L15.up_proj,random,full,16,0.24168626964092255,0.006679144687950611,0.08172603433392943,0.4237444996833801,0.3381492495536804,0.9477099180221558
L15.up_proj,random,halve,128,0.24168626964092255,0.00017938287055585533,0.013393389061617501,0.08439239859580994,0.05541642755270004,0.9984642267227173
L15.v_proj,off,full,256,0.2450345754623413,0.00022152173914946616,0.01488360638922792,0.0774652361869812,0.060740839689970016,0.9983296990394592
L15.v_proj,off,full,128,0.2450345754623413,0.0009798675309866667,0.031302835829788114,0.13749492168426514,0.12774865329265594,0.9932987689971924
L15.v_proj,off,full,64,0.2450345754623413,0.0048943692818284035,0.06995976902354956,0.34828412532806396,0.28550976514816284,0.9726717472076416
L15.v_proj,off,full,32,0.2450345754623413,0.023610686883330345,0.15365769386311362,0.7844866514205933,0.62708580493927,0.9074275493621826
L15.v_proj,off,full,16,0.2450345754623413,0.11296609789133072,0.3361042961512553,1.6379201412200928,1.371660590171814,0.7793222665786743
L15.v_proj,off,halve,128,0.2450345754623413,0.0009213293669745326,0.030353407831321552,0.13853533565998077,0.12387397885322571,0.9931610822677612
L15.v_proj,counter,full,256,0.2450345754623413,0.00022152173914946616,0.01488360638922792,0.0774652361869812,0.060740839689970016,0.9983296990394592
L15.v_proj,counter,full,128,0.2450345754623413,0.0006323585985228419,0.02514674131021437,0.12293088436126709,0.1026252806186676,0.9947517514228821
L15.v_proj,counter,full,64,0.2450345754623413,0.0021475886460393667,0.04634208288412776,0.2433379888534546,0.18912465870380402,0.982545018196106
L15.v_proj,counter,full,32,0.2450345754623413,0.007369323167949915,0.08584476202978208,0.38283640146255493,0.35033732652664185,0.9443163871765137
L15.v_proj,counter,full,16,0.2450345754623413,0.025467772036790848,0.15958625265601936,0.8267804384231567,0.6512805819511414,0.8535423278808594
L15.v_proj,counter,halve,128,0.2450345754623413,0.0006310944445431232,0.025121593192771897,0.12426453828811646,0.10252264887094498,0.9947391748428345
L15.v_proj,bitrev,full,256,0.2450345754623413,0.00022152173914946616,0.01488360638922792,0.0774652361869812,0.060740839689970016,0.9983296990394592
L15.v_proj,bitrev,full,128,0.2450345754623413,0.0005912682390771806,0.024316007877058697,0.1168099045753479,0.09923500567674637,0.9951980113983154
L15.v_proj,bitrev,full,64,0.2450345754623413,0.0019731184002012014,0.044419797390366396,0.21244199573993683,0.181279718875885,0.9843000769615173
L15.v_proj,bitrev,full,32,0.2450345754623413,0.006464770529419184,0.08040379673509941,0.3771689236164093,0.3281324505805969,0.951308012008667
L15.v_proj,bitrev,full,16,0.2450345754623413,0.0196754802018404,0.1402693131153083,0.6120221614837646,0.5724469423294067,0.8723741173744202
L15.v_proj,bitrev,halve,128,0.2450345754623413,0.0005845087580382824,0.02417661593437515,0.1343281865119934,0.09866613894701004,0.9951289892196655
L15.v_proj,random,full,256,0.2450345754623413,0.00022152173914946616,0.01488360638922792,0.0774652361869812,0.060740839689970016,0.9983296990394592
L15.v_proj,random,full,128,0.2450345754623413,0.0005656901630572975,0.023784241906297906,0.12393573671579361,0.09706483781337738,0.9953002333641052
L15.v_proj,random,full,64,0.2450345754623413,0.0018932349048554897,0.04351131927275349,0.20111067593097687,0.17757216095924377,0.9846177101135254
L15.v_proj,random,full,32,0.2450345754623413,0.006038322113454342,0.07770664137288615,0.35140687227249146,0.31712520122528076,0.9526982307434082
L15.v_proj,random,full,16,0.2450345754623413,0.017108354717493057,0.1307989094659931,0.6223745346069336,0.5337977409362793,0.8793622255325317
L15.v_proj,random,halve,128,0.2450345754623413,0.0005630534142255783,0.02372874657931974,0.11735270172357559,0.09683836251497269,0.9953057169914246
L31.down_proj,off,full,256,2.465548276901245,0.002489774953573942,0.049897644769807944,3.397705078125,0.02023794874548912,0.9998308420181274
L31.down_proj,off,full,128,2.465548276901245,0.012375004589557648,0.11124299793496059,7.910125732421875,0.045118968933820724,0.9992225766181946
L31.down_proj,off,full,64,2.465548276901245,0.06960465013980865,0.2638269321729847,17.700958251953125,0.10700537264347076,0.9959378838539124
L31.down_proj,off,full,32,2.465548276901245,0.35269665718078613,0.5938826964820462,37.7991943359375,0.24087245762348175,0.9819741249084473
L31.down_proj,off,full,16,2.465548276901245,1.664141058921814,1.290015914212617,78.5853271484375,0.5232166051864624,0.9361135959625244
L31.down_proj,off,halve,128,2.465548276901245,0.011527997441589832,0.10736851233760218,7.783721923828125,0.04354751855134964,0.999251663684845
L31.down_proj,counter,full,256,2.465548276901245,0.002489774953573942,0.049897644769807944,3.397705078125,0.02023794874548912,0.9998308420181274
L31.down_proj,counter,full,128,2.465548276901245,0.0035356972366571426,0.05946172917648075,0.6892414093017578,0.024117039516568184,0.9997100830078125
L31.down_proj,counter,full,64,2.465548276901245,0.011744111776351929,0.10837025318947967,1.748321533203125,0.04395381361246109,0.999046802520752
L31.down_proj,counter,full,32,2.465548276901245,0.038904137909412384,0.1972413189709813,4.376739501953125,0.07999896258115768,0.9969261288642883
L31.down_proj,counter,full,16,2.465548276901245,0.12407828122377396,0.3522474715647707,6.93670654296875,0.1428677886724472,0.9905410408973694
L31.down_proj,counter,halve,128,2.465548276901245,0.003512219525873661,0.05926398169102091,0.9811477661132812,0.024036837741732597,0.9997115135192871
L31.down_proj,bitrev,full,256,2.465548276901245,0.002489774953573942,0.049897644769807944,3.397705078125,0.02023794874548912,0.9998308420181274
L31.down_proj,bitrev,full,128,2.465548276901245,0.002997784875333309,0.05475203078729874,0.5625381469726562,0.022206837311387062,0.9997549057006836
L31.down_proj,bitrev,full,64,2.465548276901245,0.009045654907822609,0.09510864791291383,0.9251823425292969,0.03857504948973656,0.9992597699165344
L31.down_proj,bitrev,full,32,2.465548276901245,0.024970361962914467,0.1580201315115086,1.71124267578125,0.0640912801027298,0.9979473352432251
L31.down_proj,bitrev,full,16,2.465548276901245,0.07197154313325882,0.2682751258191091,2.17529296875,0.10880952328443527,0.9941308498382568
L31.down_proj,bitrev,halve,128,2.465548276901245,0.002947864355519414,0.054294238695458415,0.5643768310546875,0.022021163254976273,0.9997575879096985
L31.down_proj,random,full,256,2.465548276901245,0.002489774953573942,0.049897644769807944,3.397705078125,0.02023794874548912,0.9998308420181274
L31.down_proj,random,full,128,2.465548276901245,0.0027385419234633446,0.05233107989964802,1.09429931640625,0.02122492343187332,0.9997758269309998
L31.down_proj,random,full,64,2.465548276901245,0.007951013743877411,0.08916845711280089,1.4246826171875,0.03616577014327049,0.9993469715118408
L31.down_proj,random,full,32,2.465548276901245,0.022159632295370102,0.14886111747320085,1.5008983612060547,0.060376472771167755,0.998175859451294
L31.down_proj,random,full,16,2.465548276901245,0.05855030566453934,0.24197170426423692,1.8420615196228027,0.0981411263346672,0.9951996207237244
L31.down_proj,random,halve,128,2.465548276901245,0.0027111019007861614,0.052068242728040684,1.12158203125,0.021118320524692535,0.9997794032096863
L31.gate_proj,off,full,256,1.1037908792495728,0.0001709986972855404,0.013076647019994858,0.5521984100341797,0.01184703316539526,0.9999502897262573
L31.gate_proj,off,full,128,1.1037908792495728,0.0009609173866920173,0.03099866749865254,1.1830272674560547,0.02808382362127304,0.9998286962509155
L31.gate_proj,off,full,64,1.1037908792495728,0.004807951860129833,0.06933939616213738,2.447896957397461,0.06281932443380356,0.999320924282074
L31.gate_proj,off,full,32,1.1037908792495728,0.021538658067584038,0.14676054669966326,4.99583625793457,0.1329604685306549,0.9973410964012146
L31.gate_proj,off,full,16,1.1037908792495728,0.0940280482172966,0.3066399325223259,10.10274887084961,0.27780619263648987,0.9906727075576782
L31.gate_proj,off,halve,128,1.1037908792495728,0.0004587752337101847,0.021419039047309865,1.1740436553955078,0.019404979422688484,0.9998337030410767
L31.gate_proj,counter,full,256,1.1037908792495728,0.0001709986972855404,0.013076647019994858,0.5521984100341797,0.01184703316539526,0.9999502897262573
L31.gate_proj,counter,full,128,1.1037908792495728,0.00038157158996909857,0.01953385752914919,0.319185733795166,0.017697064206004143,0.9998434782028198
L31.gate_proj,counter,full,64,1.1037908792495728,0.0012803595745936036,0.03578211249484306,0.6319389343261719,0.03241747245192528,0.999475359916687
L31.gate_proj,counter,full,32,1.1037908792495728,0.004269288387149572,0.06533979175930676,1.1327464580535889,0.059195805341005325,0.9982487559318542
L31.gate_proj,counter,full,16,1.1037908792495728,0.014617441222071648,0.12090261048493389,1.6560359001159668,0.10953398048877716,0.9940190315246582
L31.gate_proj,counter,halve,128,1.1037908792495728,0.00037874229019507766,0.01946130237664164,0.2994093894958496,0.017631329596042633,0.9998520612716675
L31.gate_proj,bitrev,full,256,1.1037908792495728,0.0001709986972855404,0.013076647019994858,0.5521984100341797,0.01184703316539526,0.9999502897262573
L31.gate_proj,bitrev,full,128,1.1037908792495728,0.0004994490300305188,0.02234835631608103,0.38425636291503906,0.02024691179394722,0.9998645782470703
L31.gate_proj,bitrev,full,64,1.1037908792495728,0.0013005383079871535,0.03606297697067109,0.5600662231445312,0.03267192840576172,0.999534010887146
L31.gate_proj,bitrev,full,32,1.1037908792495728,0.004062896128743887,0.06374085133369248,0.8692502975463867,0.057747215032577515,0.998435378074646
L31.gate_proj,bitrev,full,16,1.1037908792495728,0.0134339714422822,0.11590501042785942,1.4871387481689453,0.10500631481409073,0.9948509931564331
L31.gate_proj,bitrev,halve,128,1.1037908792495728,0.000338775193085894,0.01840584670929034,0.39165687561035156,0.01667512021958828,0.9998660087585449
L31.gate_proj,random,full,256,1.1037908792495728,0.0001709986972855404,0.013076647019994858,0.5521984100341797,0.01184703316539526,0.9999502897262573
L31.gate_proj,random,full,128,1.1037908792495728,0.0003412723890505731,0.01847355918740547,0.22158241271972656,0.0167364664375782,0.9998605251312256
L31.gate_proj,random,full,64,1.1037908792495728,0.0011648490326479077,0.034129884744134545,0.5281810760498047,0.0309206061065197,0.9995322823524475
L31.gate_proj,random,full,32,1.1037908792495728,0.0038448867853730917,0.06200715108254121,0.7797684669494629,0.05617653951048851,0.9984517097473145
L31.gate_proj,random,full,16,1.1037908792495728,0.012437400408089161,0.11152309360885378,1.499485969543457,0.1010364294052124,0.994976282119751
L31.gate_proj,random,halve,128,1.1037908792495728,0.0003279689990449697,0.018109914385357254,0.23932933807373047,0.016407014802098274,0.9998677968978882
L31.k_proj,off,full,256,1.8317227363586426,0.0010104343527927995,0.031787330067069165,0.20064544677734375,0.017353789880871773,0.9999022483825684
L31.k_proj,off,full,128,1.8317227363586426,0.006029414478689432,0.07764930443145922,0.5326318740844727,0.04239140823483467,0.9995748996734619
L31.k_proj,off,full,64,1.8317227363586426,0.03361701965332031,0.18334944683123622,1.3242101669311523,0.10009672492742538,0.9981212019920349
L31.k_proj,off,full,32,1.8317227363586426,0.16660091280937195,0.4081677508198951,2.8545026779174805,0.22283270955085754,0.992281973361969
L31.k_proj,off,full,16,1.8317227363586426,0.8045516610145569,0.8969680379002124,6.624277114868164,0.4896854758262634,0.9738847613334656
L31.k_proj,off,halve,128,1.8317227363586426,0.0035452984739094973,0.05954240903683271,0.3488626480102539,0.03250623494386673,0.9996028542518616
L31.k_proj,counter,full,256,1.8317227363586426,0.0010104343527927995,0.031787330067069165,0.20064544677734375,0.017353789880871773,0.9999022483825684
L31.k_proj,counter,full,128,1.8317227363586426,0.0021328697912395,0.0461830032721942,0.2531644105911255,0.025212878361344337,0.9996849298477173
L31.k_proj,counter,full,64,1.8317227363586426,0.00729299196973443,0.08539901621057722,0.49773144721984863,0.04662223905324936,0.9989131689071655
L31.k_proj,counter,full,32,1.8317227363586426,0.023856187239289284,0.15445448274261672,0.863484263420105,0.08432197570800781,0.9964583516120911
