tensor,owen,stream,stoc_len,ref_rms,mse,rmse,max_abs,rel_fro,cos
L0.up_proj,bitrev,full,32,0.08224800229072571,0.00018451755749993026,0.013583723992334732,0.10762476176023483,0.16515566408634186,0.9870187640190125
L0.up_proj,bitrev,full,16,0.08224800229072571,0.0005891037289984524,0.024271459144403585,0.17084664106369019,0.2951008677482605,0.9602059125900269
L0.up_proj,bitrev,halve,128,0.08224800229072571,1.580993011884857e-05,0.003976170282929112,0.03231358528137207,0.04834366589784622,0.9988317489624023
L0.up_proj,random,full,256,0.08224800229072571,6.305969236564124e-06,0.0025111688984542882,0.09751653671264648,0.03053167089819908,0.9995617270469666
L0.up_proj,random,full,128,0.08224800229072571,1.600152245373465e-05,0.004000190302189966,0.03178399056196213,0.048635710030794144,0.9988195300102234
L0.up_proj,random,full,64,0.08224800229072571,5.425850031315349e-05,0.007366036947582702,0.05300766974687576,0.08955885469913483,0.9960340261459351
L0.up_proj,random,full,32,0.08224800229072571,0.00017404217214789242,0.013192504392566728,0.08369404077529907,0.16039907932281494,0.9874628782272339
L0.up_proj,random,full,16,0.08224800229072571,0.0005341021460480988,0.023110650056804953,0.16387268900871277,0.28098735213279724,0.9627271294593811
L0.up_proj,random,halve,128,0.08224800229072571,1.538619471830316e-05,0.003922524023929383,0.03463985398411751,0.04769141972064972,0.9988620281219482
L0.v_proj,off,full,256,0.03480317071080208,1.0291170838172548e-05,0.0032079854797321867,0.015323637053370476,0.09217509627342224,0.9960688352584839
L0.v_proj,off,full,128,0.03480317071080208,4.517506749834865e-05,0.006721240026836466,0.034160420298576355,0.19312147796154022,0.9842760562896729
L0.v_proj,off,full,64,0.03480317071080208,0.00022959265334066004,0.015152315114881292,0.08726704120635986,0.43537166714668274,0.9380173683166504
L0.v_proj,off,full,32,0.03480317071080208,0.001094594830647111,0.033084661561622646,0.20021343231201172,0.950622022151947,0.8217763900756836
L0.v_proj,off,full,16,0.03480317071080208,0.004967085085809231,0.07047755022565151,0.45222681760787964,2.0250325202941895,0.6642367243766785
L0.v_proj,off,halve,128,0.03480317071080208,4.397680822876282e-05,0.006631501204762223,0.033657316118478775,0.1905430108308792,0.9838548898696899
L0.v_proj,counter,full,256,0.03480317071080208,1.0291170838172548e-05,0.0032079854797321867,0.015323637053370476,0.09217509627342224,0.9960688352584839
L0.v_proj,counter,full,128,0.03480317071080208,1.8274435205967166e-05,0.004274860840538223,0.0193950142711401,0.1228296309709549,0.992546796798706
L0.v_proj,counter,full,64,0.03480317071080208,6.413509981939569e-05,0.00800843928736403,0.03518624231219292,0.23010659217834473,0.97457355260849
L0.v_proj,counter,full,32,0.03480317071080208,0.00021376990480348468,0.014620872231282396,0.07072704285383224,0.42010173201560974,0.92449951171875
L0.v_proj,counter,full,16,0.03480317071080208,0.0006559444591403008,0.025611412673655874,0.12080325931310654,0.7358930706977844,0.8265843391418457
L0.v_proj,counter,halve,128,0.03480317071080208,1.8155093130189925e-05,0.0042608793846094645,0.019995085895061493,0.12242790311574936,0.9925475120544434
L0.v_proj,bitrev,full,256,0.03480317071080208,1.0291170838172548e-05,0.0032079854797321867,0.015323637053370476,0.09217509627342224,0.9960688352584839
L0.v_proj,bitrev,full,128,0.03480317071080208,1.5941104720695876e-05,0.003992631302874819,0.018142210319638252,0.11472032964229584,0.9935985207557678
L0.v_proj,bitrev,full,64,0.03480317071080208,5.163408786756918e-05,0.007185686318478506,0.03703255206346512,0.206466406583786,0.9797101020812988
L0.v_proj,bitrev,full,32,0.03480317071080208,0.0001611802726984024,0.012695679292515324,0.05690811574459076,0.3647851347923279,0.9409976601600647
L0.v_proj,bitrev,full,16,0.03480317071080208,0.00045873096678406,0.021418005667756743,0.12717922031879425,0.6154038906097412,0.8572682738304138
L0.v_proj,bitrev,halve,128,0.03480317071080208,1.5629158951924182e-05,0.003953373110639089,0.017718058079481125,0.11359231919050217,0.9935535788536072
L0.v_proj,random,full,256,0.03480317071080208,1.0291170838172548e-05,0.0032079854797321867,0.015323637053370476,0.09217509627342224,0.9960688352584839
L0.v_proj,random,full,128,0.03480317071080208,1.4858874237688724e-05,0.0038547210324080166,0.020415373146533966,0.1107577532529831,0.9938850998878479
L0.v_proj,random,full,64,0.03480317071080208,4.5931235945317894e-05,0.006777258733833163,0.030307229608297348,0.19473107159137726,0.9814642071723938
L0.v_proj,random,full,32,0.03480317071080208,0.00013821882021147758,0.011756650042060347,0.06559962779283524,0.33780398964881897,0.9472073316574097
L0.v_proj,random,full,16,0.03480317071080208,0.00036330483271740377,0.019060556988645526,0.08670350909233093,0.5476672649383545,0.8744602799415588
L0.v_proj,random,halve,128,0.03480317071080208,1.4718955753778573e-05,0.003836529128493432,0.020398780703544617,0.11023504287004471,0.9939190149307251
L15.down_proj,off,full,256,0.07038823515176773,7.974800610099919e-06,0.0028239689463766984,0.05987405776977539,0.040119901299476624,0.9992433190345764
L15.down_proj,off,full,128,0.07038823515176773,3.497087163850665e-05,0.005913617474820861,0.19741129875183105,0.08401429653167725,0.9969823956489563
L15.down_proj,off,full,64,0.07038823515176773,0.00017176347319036722,0.013105856446274971,0.43128395080566406,0.18619383871555328,0.9867894649505615
L15.down_proj,off,full,32,0.07038823515176773,0.0008252880652435124,0.028727827367267304,0.9350597858428955,0.40813392400741577,0.9494612812995911
L15.down_proj,off,full,16,0.07038823515176773,0.003814105875790119,0.0617584478091064,2.045046806335449,0.877397358417511,0.8522214293479919
L15.down_proj,off,halve,128,0.07038823515176773,3.185964305885136e-05,0.005644434697899459,0.1565256118774414,0.0801900327205658,0.9969692826271057
L15.down_proj,counter,full,256,0.07038823515176773,7.974800610099919e-06,0.0028239689463766984,0.05987405776977539,0.040119901299476624,0.9992433190345764
L15.down_proj,counter,full,128,0.07038823515176773,2.1448242478072643e-05,0.004631224727658186,0.029448509216308594,0.06579543650150299,0.997842013835907
L15.down_proj,counter,full,64,0.07038823515176773,7.428514072671533e-05,0.008618882800381691,0.12845230102539062,0.12244777381420135,0.9926180839538574
L15.down_proj,counter,full,32,0.07038823515176773,0.0002505697775632143,0.01582939599489552,0.20377349853515625,0.224886953830719,0.9760487079620361
L15.down_proj,counter,full,16,0.07038823515176773,0.0008303829235956073,0.028816365551464107,0.33651280403137207,0.4093917906284332,0.9287002086639404
L15.down_proj,counter,halve,128,0.07038823515176773,2.117388794431463e-05,0.0046015093115536155,0.029533028602600098,0.06537327170372009,0.9978609681129456
L15.down_proj,bitrev,full,256,0.07038823515176773,7.974800610099919e-06,0.0028239689463766984,0.05987405776977539,0.040119901299476624,0.9992433190345764
L15.down_proj,bitrev,full,128,0.07038823515176773,2.018960913119372e-05,0.004493284893170443,0.05314342677593231,0.0638357400894165,0.9980324506759644
L15.down_proj,bitrev,full,64,0.07038823515176773,6.837605906184763e-05,0.008268981742744848,0.08962559700012207,0.11747675389051437,0.9933763742446899
L15.down_proj,bitrev,full,32,0.07038823515176773,0.00021717870549764484,0.014736984274187336,0.1542583703994751,0.20936715602874756,0.9794274568557739
L15.down_proj,bitrev,full,16,0.07038823515176773,0.0006603065994568169,0.025696431648320684,0.23199987411499023,0.36506715416908264,0.9412519931793213
L15.down_proj,bitrev,halve,128,0.07038823515176773,1.9605326087912545e-05,0.0044277902036921925,0.048353224992752075,0.06290525943040848,0.9980196356773376
L15.down_proj,random,full,256,0.07038823515176773,7.974800610099919e-06,0.0028239689463766984,0.05987405776977539,0.040119901299476624,0.9992433190345764
L15.down_proj,random,full,128,0.07038823515176773,1.9123144738841802e-05,0.0043730017995470575,0.04455828666687012,0.06212688982486725,0.9980713129043579
L15.down_proj,random,full,64,0.07038823515176773,6.391178612830117e-05,0.007994484731882422,0.0720365047454834,0.11357700079679489,0.993622899055481
L15.down_proj,random,full,32,0.07038823515176773,0.00020154606318101287,0.0141966919802119,0.22523784637451172,0.20169126987457275,0.9801463484764099
L15.down_proj,random,full,16,0.07038823515176773,0.0005929803592152894,0.024351188045253342,0.44817280769348145,0.34595540165901184,0.9441522359848022
L15.down_proj,random,halve,128,0.07038823515176773,1.8835460650734603e-05,0.004339983945907473,0.05118870735168457,0.061657801270484924,0.9980977773666382
L15.gate_proj,off,full,256,0.482925683259964,9.246137051377445e-05,0.009615683569761146,0.1442568302154541,0.01991131156682968,0.9998156428337097
L15.gate_proj,off,full,128,0.482925683259964,0.0004095275653526187,0.02023678742667963,0.30361318588256836,0.04190456122159958,0.9992968440055847
