tensor,proj,stoc_len,halve,scramble,mse,rel_fro
L15.down_proj,down_proj,256,halve,off,7.372874733846402e-06,0.03857610374689102
L15.down_proj,down_proj,256,halve,counter,5.896332822885597e-06,0.034497763961553574
L15.down_proj,down_proj,256,halve,bitrev,5.902211796637857e-06,0.034514956176280975
L15.down_proj,down_proj,192,full,off,1.3478626897267532e-05,0.05215822160243988
L15.down_proj,down_proj,192,full,counter,1.099839573726058e-05,0.04711558669805527
L15.down_proj,down_proj,192,full,bitrev,1.06213065009797e-05,0.046300843358039856
L15.down_proj,down_proj,192,halve,off,1.2783218153344933e-05,0.05079488828778267
L15.down_proj,down_proj,192,halve,counter,1.0986170309479348e-05,0.04708939045667648
L15.down_proj,down_proj,192,halve,bitrev,1.063699892256409e-05,0.04633503407239914
L15.down_proj,down_proj,128,full,off,3.497087163850665e-05,0.08401429653167725
L15.down_proj,down_proj,128,full,counter,2.1448242478072643e-05,0.06579543650150299
L15.down_proj,down_proj,128,full,bitrev,2.018960913119372e-05,0.0638357400894165
L15.down_proj,down_proj,128,halve,off,3.185964305885136e-05,0.0801900327205658
L15.down_proj,down_proj,128,halve,counter,2.117388794431463e-05,0.06537327170372009
L15.down_proj,down_proj,128,halve,bitrev,1.9605326087912545e-05,0.06290525943040848
L15.down_proj,down_proj,96,full,off,6.166112143546343e-05,0.11155926436185837
L15.down_proj,down_proj,96,full,counter,3.629459024523385e-05,0.08558958023786545
L15.down_proj,down_proj,96,full,bitrev,3.418095366214402e-05,0.08306001871824265
L15.down_proj,down_proj,96,halve,off,5.8515222917776555e-05,0.10867618024349213
L15.down_proj,down_proj,96,halve,counter,3.579605254344642e-05,0.08499971777200699
L15.down_proj,down_proj,96,halve,bitrev,3.3578289730940014e-05,0.08232451975345612
L15.down_proj,down_proj,64,full,off,0.00017176347319036722,0.18619383871555328
L15.down_proj,down_proj,64,full,counter,7.428514072671533e-05,0.12244777381420135
L15.down_proj,down_proj,64,full,bitrev,6.837605906184763e-05,0.11747675389051437
L15.down_proj,down_proj,64,halve,off,0.00016402783512603492,0.18195278942584991
L15.down_proj,down_proj,64,halve,counter,7.376796565949917e-05,0.12202078849077225
L15.down_proj,down_proj,64,halve,bitrev,6.699224468320608e-05,0.1162819117307663
L15.down_proj,down_proj,48,full,off,0.0003038716677110642,0.2476538121700287
L15.down_proj,down_proj,48,full,counter,0.00012141362822148949,0.15654300153255463
L15.down_proj,down_proj,48,full,bitrev,0.0001115690465667285,0.15006235241889954
L15.down_proj,down_proj,48,halve,off,0.00029495390481315553,0.24399279057979584
L15.down_proj,down_proj,48,halve,counter,0.00012077272549504414,0.15612930059432983
L15.down_proj,down_proj,48,halve,bitrev,0.00011020850070053712,0.14914457499980927
L15.down_proj,down_proj,32,full,off,0.0008252880652435124,0.40813392400741577
L15.down_proj,down_proj,32,full,counter,0.0002505697775632143,0.224886953830719
L15.down_proj,down_proj,32,full,bitrev,0.00021717870549764484,0.20936715602874756
L15.down_proj,down_proj,32,halve,off,0.0008052840130403638,0.40315723419189453
L15.down_proj,down_proj,32,halve,counter,0.0002492741623427719,0.22430479526519775
L15.down_proj,down_proj,32,halve,bitrev,0.0002137028204742819,0.2076849788427353
L15.down_proj,down_proj,16,full,off,0.003814105875790119,0.877397358417511
L15.down_proj,down_proj,16,full,counter,0.0008303829235956073,0.4093917906284332
L15.down_proj,down_proj,16,full,bitrev,0.0006603065994568169,0.36506715416908264
L15.down_proj,down_proj,16,halve,off,0.0037781791761517525,0.8732552528381348
L15.down_proj,down_proj,16,halve,counter,0.0008293288410641253,0.40913188457489014
L15.down_proj,down_proj,16,halve,bitrev,0.0006556020234711468,0.36376428604125977
L15.gate_proj,gate_proj,256,full,off,9.246137051377445e-05,0.01991131156682968
L15.gate_proj,gate_proj,256,full,counter,9.246137051377445e-05,0.01991131156682968
L15.gate_proj,gate_proj,256,full,bitrev,9.246137051377445e-05,0.01991131156682968
L15.gate_proj,gate_proj,256,halve,off,8.055351645452902e-05,0.018584975972771645
L15.gate_proj,gate_proj,256,halve,counter,8.231415267800912e-05,0.018786979839205742
L15.gate_proj,gate_proj,256,halve,bitrev,8.252657426055521e-05,0.01881120540201664
L15.gate_proj,gate_proj,192,full,off,0.00015884720778558403,0.026098137721419334
L15.gate_proj,gate_proj,192,full,counter,0.00014849101717118174,0.025233054533600807
L15.gate_proj,gate_proj,192,full,bitrev,0.00014718255260959268,0.02512163482606411
L15.gate_proj,gate_proj,192,halve,off,0.00014195953554008156,0.02467186376452446
L15.gate_proj,gate_proj,192,halve,counter,0.00014931656187400222,0.025303099304437637
L15.gate_proj,gate_proj,192,halve,bitrev,0.00014238461153581738,0.02470877766609192
L15.gate_proj,gate_proj,128,full,off,0.0004095275653526187,0.04190456122159958
L15.gate_proj,gate_proj,128,full,counter,0.0002904947323258966,0.03529302030801773
L15.gate_proj,gate_proj,128,full,bitrev,0.0002970614586956799,0.03568970039486885
L15.gate_proj,gate_proj,128,halve,off,0.00032845823443494737,0.037528377026319504
L15.gate_proj,gate_proj,128,halve,counter,0.000284930836642161,0.03495340049266815
L15.gate_proj,gate_proj,128,halve,bitrev,0.00027020808192901313,0.03403837978839874
L15.gate_proj,gate_proj,96,full,off,0.0006551051046699286,0.05299992114305496
L15.gate_proj,gate_proj,96,full,counter,0.0004977731150574982,0.04619930312037468
L15.gate_proj,gate_proj,96,full,bitrev,0.00048620894085615873,0.04565950110554695
L15.gate_proj,gate_proj,96,halve,off,0.0005770776770077646,0.04974355921149254
L15.gate_proj,gate_proj,96,halve,counter,0.000494504114612937,0.046047355979681015
L15.gate_proj,gate_proj,96,halve,bitrev,0.00045915113878436387,0.044370830059051514
L15.gate_proj,gate_proj,64,full,off,0.00195419043302536,0.09153836220502853
L15.gate_proj,gate_proj,64,full,counter,0.0010171353351324797,0.06604030728340149
L15.gate_proj,gate_proj,64,full,bitrev,0.0009954330744221807,0.06533197313547134
L15.gate_proj,gate_proj,64,halve,off,0.0017234955448657274,0.08596561849117279
L15.gate_proj,gate_proj,64,halve,counter,0.0010099515784531832,0.06580667942762375
L15.gate_proj,gate_proj,64,halve,bitrev,0.0009579643956385553,0.06409060955047607
L15.gate_proj,gate_proj,48,full,off,0.0031441261526197195,0.11611001938581467
L15.gate_proj,gate_proj,48,full,counter,0.001676848973147571,0.0847943052649498
L15.gate_proj,gate_proj,48,full,bitrev,0.0016245514852926135,0.08346156030893326
L15.gate_proj,gate_proj,48,halve,off,0.0028965058736503124,0.11144407093524933
L15.gate_proj,gate_proj,48,halve,counter,0.0016727165784686804,0.08468976616859436
L15.gate_proj,gate_proj,48,halve,bitrev,0.0015847008908167481,0.08243153244256973
L15.gate_proj,gate_proj,32,full,off,0.009029502980411053,0.1967667192220688
L15.gate_proj,gate_proj,32,full,counter,0.0034856614656746387,0.12225378304719925
L15.gate_proj,gate_proj,32,full,bitrev,0.003304757410660386,0.11903906613588333
L15.gate_proj,gate_proj,32,halve,off,0.008439731784164906,0.19023220241069794
L15.gate_proj,gate_proj,32,halve,counter,0.003484177403151989,0.1222277581691742
L15.gate_proj,gate_proj,32,halve,bitrev,0.0032421404030174017,0.11790592223405838
L15.gate_proj,gate_proj,16,full,off,0.04189634695649147,0.42384570837020874
L15.gate_proj,gate_proj,16,full,counter,0.011733111925423145,0.22429847717285156
L15.gate_proj,gate_proj,16,full,bitrev,0.010449756868183613,0.21167656779289246
L15.gate_proj,gate_proj,16,halve,off,0.04083140939474106,0.4184243083000183
L15.gate_proj,gate_proj,16,halve,counter,0.01173508632928133,0.22431734204292297
L15.gate_proj,gate_proj,16,halve,bitrev,0.010311771184206009,0.21027439832687378
L15.k_proj,k_proj,256,full,off,0.001679657376371324,0.024150999262928963
L15.k_proj,k_proj,256,full,counter,0.001679657376371324,0.024150999262928963
L15.k_proj,k_proj,256,full,bitrev,0.001679657376371324,0.024150999262928963
L15.k_proj,k_proj,256,halve,off,0.0014538686955347657,0.022469185292720795
L15.k_proj,k_proj,256,halve,counter,0.0012360481778159738,0.020717743784189224
L15.k_proj,k_proj,256,halve,bitrev,0.00122554088011384,0.02062949724495411
L15.k_proj,k_proj,192,full,off,0.0027990175876766443,0.03117651306092739
L15.k_proj,k_proj,192,full,counter,0.002246234565973282,0.027928801253437996
L15.k_proj,k_proj,192,full,bitrev,0.0021903340239077806,0.027579087764024734
L15.k_proj,k_proj,192,halve,off,0.002525964519008994,0.029616814106702805
L15.k_proj,k_proj,192,halve,counter,0.0022671869955956936,0.02805875428020954
L15.k_proj,k_proj,192,halve,bitrev,0.0021428384352475405,0.027278432622551918
L15.k_proj,k_proj,128,full,off,0.007613068446516991,0.05141674354672432
L15.k_proj,k_proj,128,full,counter,0.0045537338592112064,0.03976568952202797
L15.k_proj,k_proj,128,full,bitrev,0.004179439507424831,0.03809638321399689
L15.k_proj,k_proj,128,halve,off,0.006641823798418045,0.048025112599134445
L15.k_proj,k_proj,128,halve,counter,0.00452466169372201,0.03963855281472206
L15.k_proj,k_proj,128,halve,bitrev,0.0040111481212079525,0.03732149675488472
L15.k_proj,k_proj,96,full,off,0.013154569081962109,0.0675869807600975
L15.k_proj,k_proj,96,full,counter,0.007402156479656696,0.050699520856142044
L15.k_proj,k_proj,96,full,bitrev,0.006883930880576372,0.04889257997274399
L15.k_proj,k_proj,96,halve,off,0.012033965438604355,0.06464412808418274
L15.k_proj,k_proj,96,halve,counter,0.007384696044027805,0.05063968896865845
L15.k_proj,k_proj,96,halve,bitrev,0.006775413639843464,0.04850568622350693
L15.k_proj,k_proj,64,full,off,0.039366960525512695,0.11692050844430923
L15.k_proj,k_proj,64,full,counter,0.015451280400156975,0.07324988394975662
L15.k_proj,k_proj,64,full,bitrev,0.014056936837732792,0.06986667215824127
L15.k_proj,k_proj,64,halve,off,0.03650897741317749,0.11259641498327255
L15.k_proj,k_proj,64,halve,counter,0.015499837696552277,0.07336489111185074
L15.k_proj,k_proj,64,halve,bitrev,0.013932066038250923,0.06955566257238388
L15.k_proj,k_proj,48,full,off,0.06695214658975601,0.1524779200553894
L15.k_proj,k_proj,48,full,counter,0.025969067588448524,0.09496267139911652
L15.k_proj,k_proj,48,full,bitrev,0.023773781955242157,0.09086023271083832
L15.k_proj,k_proj,48,halve,off,0.0638817623257637,0.14894062280654907
L15.k_proj,k_proj,48,halve,counter,0.025972779840230942,0.09496945142745972
L15.k_proj,k_proj,48,halve,bitrev,0.023629439994692802,0.09058398753404617
L15.k_proj,k_proj,32,full,off,0.19296994805335999,0.25886276364326477
L15.k_proj,k_proj,32,full,counter,0.0523035004734993,0.1347690224647522
L15.k_proj,k_proj,32,full,bitrev,0.04638739302754402,0.12691844999790192
L15.k_proj,k_proj,32,halve,off,0.18640035390853882,0.25441813468933105
L15.k_proj,k_proj,32,halve,counter,0.05221351608633995,0.13465304672718048
L15.k_proj,k_proj,32,halve,bitrev,0.04607032239437103,0.12648393213748932
L15.k_proj,k_proj,16,full,off,0.9252905249595642,0.5668442845344543
L15.k_proj,k_proj,16,full,counter,0.18962009251117706,0.2566060423851013
L15.k_proj,k_proj,16,full,bitrev,0.13645604252815247,0.21768128871917725
L15.k_proj,k_proj,16,halve,off,0.9132768511772156,0.5631524324417114
L15.k_proj,k_proj,16,halve,counter,0.18872423470020294,0.2559991776943207
L15.k_proj,k_proj,16,halve,bitrev,0.13506615161895752,0.21656984090805054
L15.o_proj,o_proj,256,full,off,2.2780934614274884e-06,0.04611475020647049
L15.o_proj,o_proj,256,full,counter,2.2780934614274884e-06,0.04611475020647049
L15.o_proj,o_proj,256,full,bitrev,2.2780934614274884e-06,0.04611475020647049
L15.o_proj,o_proj,256,halve,off,2.12630561691185e-06,0.04455197602510452
L15.o_proj,o_proj,256,halve,counter,1.762807755767426e-06,0.040565479546785355
L15.o_proj,o_proj,256,halve,bitrev,1.7331395838482422e-06,0.04022267088294029
L15.o_proj,o_proj,192,full,off,3.8681382648064755e-06,0.060090404003858566
L15.o_proj,o_proj,192,full,counter,3.2402415399701567e-06,0.054997481405735016
L15.o_proj,o_proj,192,full,bitrev,3.2345046747650485e-06,0.054948776960372925
L15.o_proj,o_proj,192,halve,off,3.672621005534893e-06,0.05855206027626991
L15.o_proj,o_proj,192,halve,counter,3.248939947297913e-06,0.05507125332951546
L15.o_proj,o_proj,192,halve,bitrev,3.1406218568008626e-06,0.0541454441845417
L15.o_proj,o_proj,128,full,off,9.802213753573596e-06,0.0956568792462349
L15.o_proj,o_proj,128,full,counter,6.303283043962438e-06,0.07670745253562927
L15.o_proj,o_proj,128,full,bitrev,6.135916464700131e-06,0.07568221539258957
L15.o_proj,o_proj,128,halve,off,8.968066140369046e-06,0.0914962962269783
L15.o_proj,o_proj,128,halve,counter,6.232660325622419e-06,0.0762765184044838
L15.o_proj,o_proj,128,halve,bitrev,5.792785032099346e-06,0.07353563606739044
L15.o_proj,o_proj,96,full,off,1.7227217540494166e-05,0.1268123835325241
L15.o_proj,o_proj,96,full,counter,1.061640250554774e-05,0.09955035150051117
L15.o_proj,o_proj,96,full,bitrev,1.0190439752477687e-05,0.09753277897834778
L15.o_proj,o_proj,96,halve,off,1.6307205441989936e-05,0.12337975203990936
L15.o_proj,o_proj,96,halve,counter,1.0508028935873881e-05,0.09904094785451889
L15.o_proj,o_proj,96,halve,bitrev,9.897463314700872e-06,0.09612051397562027
L15.o_proj,o_proj,64,full,off,4.61278177681379e-05,0.20750835537910461
L15.o_proj,o_proj,64,full,counter,2.221119575551711e-05,0.1439925730228424
L15.o_proj,o_proj,64,full,bitrev,1.9835539205814712e-05,0.13607430458068848
L15.o_proj,o_proj,64,halve,off,4.4071395677747205e-05,0.20283016562461853
L15.o_proj,o_proj,64,halve,counter,2.211027458542958e-05,0.14366506040096283
L15.o_proj,o_proj,64,halve,bitrev,1.9690240151248872e-05,0.13557499647140503
L15.o_proj,o_proj,48,full,off,8.231548417825252e-05,0.2772010862827301
L15.o_proj,o_proj,48,full,counter,3.659195135696791e-05,0.18481913208961487
L15.o_proj,o_proj,48,full,bitrev,3.222340819775127e-05,0.173436239361763
L15.o_proj,o_proj,48,halve,off,7.956052286317572e-05,0.27252286672592163
L15.o_proj,o_proj,48,halve,counter,3.657725392258726e-05,0.1847819983959198
L15.o_proj,o_proj,48,halve,bitrev,3.209210990462452e-05,0.17308254539966583
L15.o_proj,o_proj,32,full,off,0.00021570257376879454,0.4487265646457672
L15.o_proj,o_proj,32,full,counter,7.254071533679962e-05,0.2602226138114929
L15.o_proj,o_proj,32,full,bitrev,6.19113416178152e-05,0.24040263891220093
L15.o_proj,o_proj,32,halve,off,0.0002098087570630014,0.44255363941192627
L15.o_proj,o_proj,32,halve,counter,7.287587504833937e-05,0.2608231008052826
L15.o_proj,o_proj,32,halve,bitrev,6.153220601845533e-05,0.23966540396213531
L15.o_proj,o_proj,16,full,off,0.0009890601504594088,0.9608718752861023
L15.o_proj,o_proj,16,full,counter,0.0002322541840840131,0.4656245708465576
L15.o_proj,o_proj,16,full,bitrev,0.00018709938740357757,0.41791725158691406
L15.o_proj,o_proj,16,halve,off,0.0009724973351694643,0.9527924656867981
L15.o_proj,o_proj,16,halve,counter,0.00023258078726939857,0.4659518599510193
L15.o_proj,o_proj,16,halve,bitrev,0.00018642489158082753,0.41716328263282776
L15.q_proj,q_proj,256,full,off,0.0007627534796483815,0.027348311617970467
L15.q_proj,q_proj,256,full,counter,0.0007627534796483815,0.027348311617970467
L15.q_proj,q_proj,256,full,bitrev,0.0007627534796483815,0.027348311617970467
L15.q_proj,q_proj,256,halve,off,0.0006796377128921449,0.025815296918153763
L15.q_proj,q_proj,256,halve,counter,0.0006012195372022688,0.024280350655317307
L15.q_proj,q_proj,256,halve,bitrev,0.0005888519226573408,0.0240293201059103
L15.q_proj,q_proj,192,full,off,0.0012999039608985186,0.03570212423801422
L15.q_proj,q_proj,192,full,counter,0.001102979644201696,0.03288684040307999
L15.q_proj,q_proj,192,full,bitrev,0.0010721797589212656,0.03242442011833191
L15.q_proj,q_proj,192,halve,off,0.001209005480632186,0.03443123400211334
L15.q_proj,q_proj,192,halve,counter,0.0011032602051272988,0.03289102390408516
L15.q_proj,q_proj,192,halve,bitrev,0.0010563040850684047,0.03218347206711769
L15.q_proj,q_proj,128,full,off,0.003391697071492672,0.05766960233449936
L15.q_proj,q_proj,128,full,counter,0.002170796738937497,0.04613685980439186
L15.q_proj,q_proj,128,full,bitrev,0.002008386654779315,0.04437742382287979
L15.q_proj,q_proj,128,halve,off,0.003027100581675768,0.05448184907436371
L15.q_proj,q_proj,128,halve,counter,0.0021418153773993254,0.04582784324884415
L15.q_proj,q_proj,128,halve,bitrev,0.0019280981505289674,0.04348134621977806
L15.q_proj,q_proj,96,full,off,0.005836294032633305,0.07564965635538101
L15.q_proj,q_proj,96,full,counter,0.0036513919476419687,0.059836696833372116
L15.q_proj,q_proj,96,full,bitrev,0.003437943058088422,0.05806143209338188
L15.q_proj,q_proj,96,halve,off,0.00542730325832963,0.07295086979866028
L15.q_proj,q_proj,96,halve,counter,0.0036435581278055906,0.05977248027920723
L15.q_proj,q_proj,96,halve,bitrev,0.0033706927206367254,0.0574907511472702
L15.q_proj,q_proj,64,full,off,0.017428159713745117,0.1307266652584076
L15.q_proj,q_proj,64,full,counter,0.007503454573452473,0.08577664941549301
L15.q_proj,q_proj,64,full,bitrev,0.006761525757610798,0.08142556995153427
L15.q_proj,q_proj,64,halve,off,0.016425222158432007,0.12690947949886322
L15.q_proj,q_proj,64,halve,counter,0.0075007290579378605,0.08576106280088425
L15.q_proj,q_proj,64,halve,bitrev,0.006639441940933466,0.08068712055683136
L15.q_proj,q_proj,48,full,off,0.029610030353069305,0.1703953891992569
L15.q_proj,q_proj,48,full,counter,0.01245222706347704,0.11049991101026535
L15.q_proj,q_proj,48,full,bitrev,0.011645915918052197,0.10686247795820236
L15.q_proj,q_proj,48,halve,off,0.02861356921494007,0.1675037145614624
L15.q_proj,q_proj,48,halve,counter,0.012452708557248116,0.11050204187631607
L15.q_proj,q_proj,48,halve,bitrev,0.011529742740094662,0.10632814466953278
L15.q_proj,q_proj,32,full,off,0.08368013799190521,0.28645050525665283
L15.q_proj,q_proj,32,full,counter,0.02505485527217388,0.15674163401126862
L15.q_proj,q_proj,32,full,bitrev,0.021901369094848633,0.14654603600502014
L15.q_proj,q_proj,32,halve,off,0.08140098303556442,0.28252261877059937
L15.q_proj,q_proj,32,halve,counter,0.024968411773443222,0.15647101402282715
L15.q_proj,q_proj,32,halve,bitrev,0.02186022512614727,0.1464083045721054
L15.q_proj,q_proj,16,full,off,0.40293049812316895,0.6285697221755981
L15.q_proj,q_proj,16,full,counter,0.08853811770677567,0.29464805126190186
L15.q_proj,q_proj,16,full,bitrev,0.06636121869087219,0.25509124994277954
L15.q_proj,q_proj,16,halve,off,0.39830565452575684,0.624951958656311
L15.q_proj,q_proj,16,halve,counter,0.08816678822040558,0.2940295338630676
L15.q_proj,q_proj,16,halve,bitrev,0.06594450771808624,0.25428909063339233
L15.up_proj,up_proj,256,full,off,6.012703670421615e-05,0.03208358958363533
L15.up_proj,up_proj,256,full,counter,6.012703670421615e-05,0.03208358958363533
L15.up_proj,up_proj,256,full,bitrev,6.012703670421615e-05,0.03208358958363533
L15.up_proj,up_proj,256,halve,off,5.271697955322452e-05,0.030041614547371864
L15.up_proj,up_proj,256,halve,counter,5.386371412896551e-05,0.030366599559783936
L15.up_proj,up_proj,256,halve,bitrev,5.414742190623656e-05,0.03044646792113781
L15.up_proj,up_proj,192,full,off,0.00010131771705346182,0.04164767265319824
L15.up_proj,up_proj,192,full,counter,9.950670209946111e-05,0.041273776441812515
L15.up_proj,up_proj,192,full,bitrev,9.654031600803137e-05,0.04065391421318054
L15.up_proj,up_proj,192,halve,off,9.336946095572785e-05,0.039980705827474594
L15.up_proj,up_proj,192,halve,counter,9.897463314700872e-05,0.041163280606269836
L15.up_proj,up_proj,192,halve,bitrev,9.473063255427405e-05,0.040271077305078506
L15.up_proj,up_proj,128,full,off,0.00025039020692929626,0.06547216325998306
L15.up_proj,up_proj,128,full,counter,0.00019456606241874397,0.05771405249834061
L15.up_proj,up_proj,128,full,bitrev,0.00018928224744740874,0.05692499130964279
L15.up_proj,up_proj,128,halve,off,0.00021259252389427274,0.06032842770218849
L15.up_proj,up_proj,128,halve,counter,0.00019047618843615055,0.057104241102933884
L15.up_proj,up_proj,128,halve,bitrev,0.0001802616025088355,0.05555199459195137
L15.up_proj,up_proj,96,full,off,0.0004071715520694852,0.08349043130874634
L15.up_proj,up_proj,96,full,counter,0.00033180785248987377,0.07536875456571579
L15.up_proj,up_proj,96,full,bitrev,0.0003167435643263161,0.07363799214363098
L15.up_proj,up_proj,96,halve,off,0.00036860708496533334,0.07943828403949738
L15.up_proj,up_proj,96,halve,counter,0.0003265476261731237,0.07476895302534103
L15.up_proj,up_proj,96,halve,bitrev,0.00030682841315865517,0.07247626781463623
L15.up_proj,up_proj,64,full,off,0.0011653915280476213,0.14124853909015656
L15.up_proj,up_proj,64,full,counter,0.0006879089050926268,0.10852093249559402
L15.up_proj,up_proj,64,full,bitrev,0.0006559561588801444,0.10597061365842819
L15.up_proj,up_proj,64,halve,off,0.0010624623391777277,0.13486671447753906
L15.up_proj,up_proj,64,halve,counter,0.0006807006429880857,0.107950858771801
L15.up_proj,up_proj,64,halve,bitrev,0.0006426117033697665,0.10488716512918472
L15.up_proj,up_proj,48,full,off,0.001927481614984572,0.18165323138237
L15.up_proj,up_proj,48,full,counter,0.0011388817802071571,0.13963277637958527
L15.up_proj,up_proj,48,full,bitrev,0.0010777567513287067,0.1358339786529541
L15.up_proj,up_proj,48,halve,off,0.0018142943736165762,0.17623895406723022
L15.up_proj,up_proj,48,halve,counter,0.0011334377340972424,0.13929863274097443
L15.up_proj,up_proj,48,halve,bitrev,0.001063173171132803,0.13491183519363403
L15.up_proj,up_proj,32,full,off,0.005340730771422386,0.30237671732902527
L15.up_proj,up_proj,32,full,counter,0.0023549729958176613,0.20078949630260468
L15.up_proj,up_proj,32,full,bitrev,0.002179659204557538,0.1931711882352829
L15.up_proj,up_proj,32,halve,off,0.005091912113130093,0.29524901509284973
L15.up_proj,up_proj,32,halve,counter,0.0023460863158106804,0.20041029155254364
L15.up_proj,up_proj,32,halve,bitrev,0.0021560301538556814,0.19212126731872559
L15.up_proj,up_proj,16,full,off,0.024678954854607582,0.6499970555305481
L15.up_proj,up_proj,16,full,counter,0.007913125678896904,0.36806291341781616
L15.up_proj,up_proj,16,full,bitrev,0.007130979560315609,0.34939977526664734
L15.up_proj,up_proj,16,halve,off,0.02425827644765377,0.644433319568634
L15.up_proj,up_proj,16,halve,counter,0.007887016050517559,0.3674551546573639
L15.up_proj,up_proj,16,halve,bitrev,0.007066827733069658,0.3478246033191681
L15.v_proj,v_proj,256,full,off,0.00022152173914946616,0.060740839689970016
L15.v_proj,v_proj,256,full,counter,0.00022152173914946616,0.060740839689970016
L15.v_proj,v_proj,256,full,bitrev,0.00022152173914946616,0.060740839689970016
L15.v_proj,v_proj,256,halve,off,0.0002043894346570596,0.0583447590470314
L15.v_proj,v_proj,256,halve,counter,0.00016652890190016478,0.052664436399936676
L15.v_proj,v_proj,256,halve,bitrev,0.00017287948867306113,0.05365921929478645
L15.v_proj,v_proj,192,full,off,0.0003861621953547001,0.08019687980413437
L15.v_proj,v_proj,192,full,counter,0.00032250190270133317,0.07328899949789047
L15.v_proj,v_proj,192,full,bitrev,0.0003096077125519514,0.07180893421173096
L15.v_proj,v_proj,192,halve,off,0.00036617740988731384,0.07809413969516754
L15.v_proj,v_proj,192,halve,counter,0.00032031486625783145,0.07304006814956665
L15.v_proj,v_proj,192,halve,bitrev,0.00030912310467101634,0.07175271958112717
L15.v_proj,v_proj,128,full,off,0.0009798675309866667,0.12774865329265594
L15.v_proj,v_proj,128,full,counter,0.0006323585985228419,0.1026252806186676
L15.v_proj,v_proj,128,full,bitrev,0.0005912682390771806,0.09923500567674637
L15.v_proj,v_proj,128,halve,off,0.0009213293669745326,0.12387397885322571
L15.v_proj,v_proj,128,halve,counter,0.0006310944445431232,0.10252264887094498
L15.v_proj,v_proj,128,halve,bitrev,0.0005845087580382824,0.09866613894701004
L15.v_proj,v_proj,96,full,off,0.0017094601644203067,0.16873382031917572
L15.v_proj,v_proj,96,full,counter,0.001041119103319943,0.1316809058189392
L15.v_proj,v_proj,96,full,bitrev,0.0009870539652183652,0.12821625173091888
L15.v_proj,v_proj,96,halve,off,0.0016475741285830736,0.16565141081809998
L15.v_proj,v_proj,96,halve,counter,0.0010400785831734538,0.13161508738994598
L15.v_proj,v_proj,96,halve,bitrev,0.000988696818239987,0.12832289934158325
L15.v_proj,v_proj,64,full,off,0.0048943692818284035,0.28550976514816284
L15.v_proj,v_proj,64,full,counter,0.0021475886460393667,0.18912465870380402
L15.v_proj,v_proj,64,full,bitrev,0.0019731184002012014,0.181279718875885
L15.v_proj,v_proj,64,halve,off,0.004740441218018532,0.2809842824935913
L15.v_proj,v_proj,64,halve,counter,0.0021388940513134003,0.18874144554138184
L15.v_proj,v_proj,64,halve,bitrev,0.0019843722693622112,0.18179593980312347
L15.v_proj,v_proj,48,full,off,0.008746298030018806,0.3816671073436737
L15.v_proj,v_proj,48,full,counter,0.003583545098081231,0.2443031519651413
L15.v_proj,v_proj,48,full,bitrev,0.00332345231436193,0.2352704256772995
L15.v_proj,v_proj,48,halve,off,0.008584416471421719,0.3781185746192932
L15.v_proj,v_proj,48,halve,counter,0.0036035708617419004,0.24498480558395386
L15.v_proj,v_proj,48,halve,bitrev,0.0033479330595582724,0.2361353486776352
L15.v_proj,v_proj,32,full,off,0.023610686883330345,0.62708580493927
L15.v_proj,v_proj,32,full,counter,0.007369323167949915,0.35033732652664185
L15.v_proj,v_proj,32,full,bitrev,0.006464770529419184,0.3281324505805969
L15.v_proj,v_proj,32,halve,off,0.023344572633504868,0.6235418319702148
L15.v_proj,v_proj,32,halve,counter,0.007392294239252806,0.3508829176425934
L15.v_proj,v_proj,32,halve,bitrev,0.006488251965492964,0.3287278413772583
L15.v_proj,v_proj,16,full,off,0.11296609789133072,1.371660590171814
L15.v_proj,v_proj,16,full,counter,0.025467772036790848,0.6512805819511414
L15.v_proj,v_proj,16,full,bitrev,0.0196754802018404,0.5724469423294067
L15.v_proj,v_proj,16,halve,off,0.11245273053646088,1.3685404062271118
L15.v_proj,v_proj,16,halve,counter,0.02542257495224476,0.6507023572921753
L15.v_proj,v_proj,16,halve,bitrev,0.01953771524131298,0.5704393982887268
L31.down_proj,down_proj,256,full,off,0.002489774953573942,0.02023794874548912
L31.down_proj,down_proj,256,full,counter,0.002489774953573942,0.02023794874548912
L31.down_proj,down_proj,256,full,bitrev,0.002489774953573942,0.02023794874548912
L31.down_proj,down_proj,256,halve,off,0.002312382683157921,0.019503667950630188
L31.down_proj,down_proj,256,halve,counter,0.0010450487025082111,0.013111570850014687
L31.down_proj,down_proj,256,halve,bitrev,0.0010718298144638538,0.013278511352837086
L31.down_proj,down_proj,192,full,off,0.004311429802328348,0.026631593704223633
L31.down_proj,down_proj,192,full,counter,0.0017922159750014544,0.01717044785618782
L31.down_proj,down_proj,192,full,bitrev,0.0018066342454403639,0.01723937876522541
L31.down_proj,down_proj,192,halve,off,0.004023309797048569,0.025726351886987686
L31.down_proj,down_proj,192,halve,counter,0.0018125842325389385,0.0172677431255579
L31.down_proj,down_proj,192,halve,bitrev,0.00183323142118752,0.01736581325531006
L31.down_proj,down_proj,128,full,off,0.012375004589557648,0.045118968933820724
L31.down_proj,down_proj,128,full,counter,0.0035356972366571426,0.024117039516568184
L31.down_proj,down_proj,128,full,bitrev,0.002997784875333309,0.022206837311387062
L31.down_proj,down_proj,128,halve,off,0.011527997441589832,0.04354751855134964
